K-means_label,category,title,abstract
3,2,The relative Green-Griffiths-Lang conjecture for families of varieties of maximal Albanese dimension,"We propose a generalization of the Green-Griffiths-Lang conjecture to the
relative setting and prove that a strong form of it holds for families of
varieties of maximal Albanese dimension. A key step of the proof consists in a
truncated second main theorem type estimate in Nevanlinna theory for families
of abelian varieties."
3,2,Hecke operators for curves over non-archimedean local fields and related finite rings,"We study Hecke operators associated with curves over a non-archimedean local
field $K$ and over the rings $O/{\mathfrak m}^N$, where $O\subset K$ is the
ring of integers. Our main result is commutativity of a certain ``small"" local
Hecke algebra over $O/{\mathfrak m}^N$, associated with a connected split
reductive group $G$ such that $[G,G]$ is simple and simpy connected. The proof
uses a Hecke algebra associated with $G(K(\!(t)\!))$ and a global argument
involving $G$-bundles on curves."
3,2,Chabauty--Kim and the Section Conjecture for locally geometric sections,"Let $X$ be a smooth projective curve of genus $\geq2$ over a number field. A
natural variant of Grothendieck's Section Conjecture postulates that every
section of the fundamental exact sequence for $X$ which everywhere locally
comes from a point of $X$ in fact globally comes from a point of $X$. We show
that $X/\mathbb{Q}$ satisfies this version of the Section Conjecture if it
satisfies Kim's Conjecture for almost all choices of auxiliary prime $p$, and
give the appropriate generalisation to $S$-integral points on hyperbolic
curves. This gives a new ""computational"" strategy for proving instances of this
variant of the Section Conjecture, which we carry out for the thrice-punctured
line over $\mathbb{Z}[1/2]$."
3,2,On Chern classes of Lagrangian fibered hyper-Kähler manifolds,"We study the rank stratification for the differential of a Lagrangian
fibration over a smooth basis. We also introduce and study the notion of
Lagrangian morphism of vector bundles. As a consequence, we prove some of the
vanishing, in the Chow groups of a Lagrangian fibered hyper-K\""ahler variety
$X$, of certain polynomials in the Chern classes of $X$ and the Lagrangian
divisor, predicted by the Beauville-Voisin conjecture. Under some natural
assumptions on the dimensions of the rank strata, we also establish
nonnegativity and positivity results for Chern classes."
3,2,Constancy of the Hilbert-Samuel function,"The Hilbert-Samuel function and the multiplicity function are
fundamentallocally defined invariants on Noetherian schemes. They havebeen
playing an important role in desingularization for many years.Bennett studied
upper semicontinuity of the Hilbert-Samuel functionon schemes and proved that
it is non increasing under permissibleblowing ups. The latter are blowing ups
at regular subschemes alongwhich the singular scheme is normally flat.For a
reduced scheme, the Hilbert-Samuel function is constant ifand only if it is
regular: this translates the question of resolutionof singularities into a
problem of lowering the Hilbert-Samuel function.We show here that, this result
can be extended to non reducedschemes, as follows: Given a locally Noetherian
scheme X such thatthe local rings are excellent for every point, then the
Hilbert-Samuelfunction is constant on X if and only if X is normally flat along
itsreduction and the reduction itself is regular."
3,2,Wall-crossing formula for framed quiver moduli,"We investigate the wall-crossing phenomena for moduli of framed quiver
representations. These spaces are expected to be highly useful in capturing the
representation theoretic essence of special functions in integrable systems.
Within this class of moduli spaces, we focus on the type $A$ flag manifold,
type $A$ affine Laumon spaces, Nakajima quiver variety, and framed moduli of
sheaves on the projective plane and the blow-up as main motivating examples.
Specifically, we examine the wall-crossing formulas for integrals of Euler
classes over these moduli spaces."
3,2,Tensor product of representations of quivers,"In this article, we define the tensor product $V\otimes W$ of a
representation $V$ of a quiver $Q$ with a representation $W$ of an another
quiver $Q'$, and show that the representation $V\otimes W$ is semistable if $V$
and $W$ are semistable. Over the field of complex numbers, we also describe a
relation between the natural line bundles, and between the universal
representations on the fine moduli spaces $N_1, N_2$ and $N_3$ of
representations of $Q, Q'$ and $Q\otimes Q'$ respectively. We then prove that
the internal product $\tilde{Q}\otimes \tilde{Q'}$ of covering quivers is a
sub-quiver of the covering quiver $\widetilde{Q\otimes Q'}$. We deduce the
relation between stability of the representations $\widetilde{V\otimes W}$ and
$\tilde{V} \otimes \tilde{W}$. We also lift the relation between natural line
bundles on the product of moduli spaces $\tilde{N_1} \times \tilde{N_2}$."
3,2,Frobenius splitting of moduli spaces of parabolic bundles,"Let $C$ be a nonsingular projective curve over an algebraically closed field
of characteristic $p>0$ and $I\subset C$ be a finite set. If
$\mathcal{U}_{C,\,\omega}$ denotes the moduli space of semistable parabolic
bundles of rank $r$ and degree $d$ on $C$ with parabolic structures determined
by $\omega=(k,\{\vec n(x),\vec a(x)\}_{x\in I})$, we prove that
$\mathcal{U}_{C,\,\omega}$ is \textit{$F$-split} for generic $C$ and generic
choice of $I$ when $p>3r$."
3,2,On maximally non-factorial nodal Fano threefolds,"We classify non-factorial nodal Fano threefolds with $1$ node and class group
of rank $2$."
3,2,Affine vs. Stein in rigid geometry,"We investigate the relationship between affine and Stein varieties in the
context of rigid geometry. We show that the two concepts are much more closely
related than in complex geometry, e.g. they are equivalent for surfaces. This
rests on the density of algebraic functions in analytic functions. One key
ingredient to prove such a density statement is an extension result for Cartier
divisors."
3,2,On the failure of the integral Hodge/Tate conjecture for products with projective hypersurfaces,"In this paper we show the failure of the integral Hodge/Tate conjecture for
the product of an Enriques surface with a smooth odd-dimensional projective
hypersurface. To do this, we use a specialization argument of
Colliot-Th\'el\`ene applied to Schreieder's refined unramified cohomology. The
results obtained in this way give an interpretation of Shen's result in terms
of refined unramified cohomology. Moreover, using this interpretation, we avoid
the need to work over the complex numbers so that we may conclude that Shen's
result also holds over general algebraically closed fields of characteristic
not 2."
3,2,On projective K3 surfaces $\mathcal{X}$ with $\mathrm{Aut}(\mathcal{X})=(\mathbb{Z}/2\mathbb{Z})^2$,"We prove that every K3 surface with automorphism group
$(\mathbb{Z}/2\mathbb{Z})^2$ admits an explicit birational model as a double
sextic surface. This model is canonical for Picard number greater than 10. For
Picard number greater than 9, the K3 surfaces in question possess a second
birational model, in the form of a projective quartic hypersurface,
generalizing the Inose quartic."
3,2,Blowdowns of the Deligne-Mumford Spaces of Real Rational Curves,"We describe a sequence of smooth quotients of the Deligne-Mumford moduli
space ${\mathbb R}\overline{\mathcal M}_{0,\ell+1}$ of real rational curves
with $\ell\!+\!1$ conjugate pairs of marked points that terminates at ${\mathbb
R}\overline{\mathcal M}_{0,\ell}\!\times\!{\mathbb C}{\mathbb P}^1$. This
produces an analogue of Keel's blowup construction of the Deligne-Mumford
moduli spaces $\overline{\mathcal M}_{\ell+1}$ of rational curves with
$\ell\!+\!1$ marked points, but with an explicit description of the
intermediate spaces and the blowups of three different types. The same
framework readily adapts to the real moduli spaces with real points. In a
sequel, we use this inductive construction of ${\mathbb R}\overline{\mathcal
M}_{0,\ell+1}$ to completely determine the rational (co)homology ring of
${\mathbb R}\overline{\mathcal M}_{0,\ell}$."
3,2,The Cohomology Ring of the Deligne-Mumford Moduli Space of Real Rational Curves with Conjugate Marked Points,"It is a long-established and heavily-used fact that the integral cohomology
ring of the Deligne-Mumford moduli space of (complex) rational curves is the
polynomial ring on the boundary divisors modulo the ideal generated by the
obvious geometric relations between them. We show that the rational cohomology
ring of the Deligne-Mumford moduli space of real rational curves with conjugate
marked points only is the polynomial ring on certain (``complex"") boundary
divisors and real boundary hypersurfaces modulo the ideal generated by the
obvious geometric relations between them and the geometric relation in positive
dimension and codimension identified in a previous paper."
3,2,Intersection cohomology of type-A toric varieties,"Type-A toric varieties may be obtained as GIT quotients with respect to a
torus action with weights corresponding to roots of the group $SL(k)$ for some
$k>1$. These varieties appear in various important applications, in particular,
as normal cones to strata in moduli spaces of vector bundles. In this paper, we
describe the intersection Betti numbers of these varieties, and those of some
associated projective varieties. We present an elegant combinatorial model for
these numbers, and, using the work of Hausel and Sturmfels, we show that the
relevant intersection cohomology groups are endowed with a canonical product
structure."
3,2,Monodromy of double elliptic logarithms,"We determine the relative monodromy group of abelian logarithms with respect
to periods in the cases of fibered products of elliptic schemes. This gives
rise to a result stronger than a theorem due to Y. Andr\'e and implies in
particular the algebraic independence of the logarithm of any non-torsion
section and the periods. We then conjecture an analogous result for the general
case of an abelian scheme of arbitrary relative dimension. This generalizes a
theorem of Corvaja and Zannier which determines the said group in the case of a
single elliptic scheme."
3,2,On varieties whose general surface section has negative Kodaira dimension,"In this paper, inspired by work of Fano, Morin and Campana--Flenner, we give
a full projective classification of (however singular) varieties of dimension 3
whose general hyperplane sections have negative Kodaira dimension, and we
partly extend such a classification to varieties of dimension $n\geq 4$ whose
general surface sections have negative Kodaira dimension. In particular we
prove that a variety of dimension $n\geq 3$ whose general surface sections have
negative Kodaira dimension is birationally equivalent to the product of a
general surface section times $\p^{n-2}$ unless (possibly) if the variety is a
cubic hypersurface."
3,2,Local duality theorems for commutative algebraic groups,"If k is an arbitrary field, we construct a category of k-1-motives in which
every commutative algebraic k-group G has a dual object $G^{\vee}$. When k is a
local field of arbitrary characteristic, we establish Pontryagin duality
theorems that relate the fppf cohomology groups of G to the hypercohomology
groups of the k-1-motive $G^{\vee}$. We also obtain a duality theorem for the
second cohomology group of an arbitrary k-1-motive. These results have
applications (to be discussed elsewhere) to certain extensions of
Lichtenbaum-van Hamel duality to a class of non-smooth proper k-varieties."
1,2,Algebraic Winding Numbers,"In this paper we study in detail the properties of the algebraic winding
number proposed in a paper by M. Eisermann with respect to complex root
counting in rectangles. We also propose a new algebraic winding number which
computes the number of complex roots of a polynomial in a rectangle under no
assumptions, including roots on edges or vertices with appropriate counting. We
extend both winding numbers to rational functions, obtaining then an algebraic
version of the argument principle for rectangles."
3,2,Surfaces defined by pairs of polynomials,"We prove that the Brauer group of the generic diagonal surface of arbitrary
degree is trivial. The same method is applied to surfaces whose equation can be
written as the sum of two bilinear forms. This uses a general criterion for the
triviality of the transcendental Brauer group of an isotrivial variety. We
determine the field of definition of the geometric Picard group of the Fermat
surface of arbitrary degree, thus finishing work of Shioda and Aoki."
3,2,Quantum K-invariants and Gopakumar-Vafa invariants II. Calabi-Yau threefolds at genus zero,"This is the second part of our ongoing project on the relations between
Gopakumar-Vafa BPS invariants (GV) and quantum K-theory (QK) on the Calabi--Yau
threefolds (CY3). We show that on CY3 a genus zero quantum K-invariant can be
written as a linear combination of a finite number of Gopakumar--Vafa
invariants with coefficients from an explicit ``multiple cover formula''.
Conversely, GV can be determined by QK in a similar manner. The technical heart
is a proof of a remarkable conjecture by Hans Jockers and Peter Mayr.
  This result is consistent with the ``virtual Clemens conjecture'' for the
Calabi--Yau threefolds. A heuristic derivation of the relation between QK and
GV via the virtual Clemens conjecture and the multiple cover formula is also
given."
3,2,Analytic and algebraic integrability of quasi-smooth derived foliations,"We study integrability results for derived foliations in the holomorphic
context. We prove a global integrability theorem by flat groupoids, as well as
global algebraic integrability in the presence of a compact leaf with finite
holonomy groups. These results are generalization to the derived (and thus
singular) setting of well know results and constructions: integration of
holomorphic foliations by smooth groupoid and global stability in the
holomorphic situation."
3,2,Vinberg pairs and Higgs bundles,"We explore the role of Vinberg pairs defined by cyclic gradings of a
semisimple complex Lie algebra in the context of Higgs bundle theory."
3,2,How many points can stand on the point of a needle? Superfat points and associated tensors,"We study the 0-dimensional schemes supported at one point in $n$-space which
are $m$-symmetric, i.e. they intersect any curves thru the point with length
$m$. We show that the maximal length for such a scheme is $m^n$ ($m$-superfat
points) and we study properties of such schemes, in particular for $n=2$. We
also study varieties defined by such schemes on Veronese and Segre-veronese
varieties."
3,2,Conics in quintic del Pezzo varieties,"The smooth quintic del Pezzo variety $Y$ is well-known to be obtained as a
linear sections of the Grassmannian variety $\mathrm{Gr}(2,5)$ under the
Pl\""ucker embedding into $\mathbb{P}^{9}$. Through a local computation, we show
the Hilbert scheme of conics in $Y$ for $\text{dim} Y \ge 3$ can be obtained
from a certain Grassmannian bundle by a single blowing up/down transformation."
3,2,On boundedness of indices of minimal pairs -- surfaces,"For given positive integers $d$ and $m$, consider the projective klt pairs
$(X,B)$ of dimension $d$, of Cartier index $m$, and with semi-ample $K_X+B$
defining a contraction $\pi\colon X\to Z$. We prove that it is not possible in
general to write $n(K_X+B)\sim\pi^*A_Z$ for some $n$ depending only on $d$ and
$m$, and some Cartier divisor $A_Z$ on $Z$."
3,2,A calculation of the perfectoidization of semiperfectoid rings,"We show that the perfectoidization can be (almost) calculated by using
uniform completion or $p$-root closure in certain cases, including the
semiperfectoid case. To do this, we focus on the universality of
perfectoidization and uniform completion, as well as the $p$-root closed
property of perfectoid rings. Through this calculation, we establish a
connection between Roberts' classical closure operation ``$p$-root closure''
and Bhatt-Scholze's more recent concept of ``perfectoidization''."
3,2,Restricted shtukas and their character sheaves,"We extend cases where nearby cycles commutes with pushforward from sheaves on
the moduli space of shtukas to a product of curves that includes cases
corresponding to automorphic forms of arbitrary depth in the Moy-Prasad
filtration. We introduce the notion of $\Psi$-factorizability to study nearby
cycles over general bases, which encodes various fusion and braiding
relationships for nearby cycles with respect to arbitrary compositions of
specializations on the base. The Satake sheaves on the moduli spaces of shtukas
and their cohomology on curves are $\Psi$-factorizable. This notion allows us
to adapt a ""Zorro lemma"" argument used by Lafforgue and Xue. As an application,
for certain automorphic forms in depth zero, we characterize the semisimple and
unipotent parts of the image of the tame generator in terms of semisimple
orbits and two-sided cells attached to character sheaves, extending ideas of
Lusztig-Yun and Bezrukavnikov-Finkelberg-Ostrik."
3,2,Thomason filtration via $T(1)$-local $\mathrm{TC}$,"We construct a natural filtration on $T(1)$-local $\mathrm{TC}$ for each
derived schemes satisfying certain finiteness conditions using prismatic
cohomology and descent theory. In the course of the construction, we also study
some general properties of prismatic cohomology complexes over perfect prisms
after inverting distinguished generators. The construction is intrinsic to
$\mathrm{TC}$ and recovers Thomason's spectral sequence for $T(1)$-local
algebraic K-theory via the trace map."
3,2,Integral Picard group of moduli of polarized K3 surfaces,"We compute the integral Picard group of the moduli stack of polarized K3
surfaces of fixed degree whose singularities are at most rational double
points. We also compute the integral Picard group of the stack of
quasi-polarized K3 surfaces, and of the stacky period domain."
3,2,Dimension results for extremal-generic polynomial systems over complete toric varieties,"We study polynomial systems with prescribed monomial supports in the Cox
rings of toric varieties built from complete polyhedral fans. We present
combinatorial formulas for the dimensions of their associated subvarieties
under genericity assumptions on the coefficients of the polynomials. Using
these formulas, we identify at which degrees generic systems in polytopal
algebras form regular sequences. Our motivation comes from sparse elimination
theory, where knowing the expected dimension of these subvarieties leads to
specialized algorithms and to large speed-ups for solving sparse polynomial
systems. As a special case, we classify the degrees at which regular sequences
defined by weighted homogeneous polynomials can be found, answering an open
question in the Gr\""obner bases literature. We also show that deciding whether
a sparse system is generically a regular sequence in a polytopal algebra is
hard from the point of view of theoretical computational complexity."
1,2,Amalgamation of real zero polynomials,"With this article, we hope to launch the investigation of what we call the
real zero amalgamation problem. Whenever a polynomial arises from another
polynomial by substituting zero for some of its variables, we call the second
polynomial an extension of the first one. The real zero amalgamation problem
asks when two (multivariate real) polynomials have a common extension (called
amalgam) that is a real zero polynomial. We show that the obvious necessary
conditions are not sufficient. Our counterexample is derived in several steps
from a counterexample to amalgamation of matroids by Poljak and Turz\'ik. On
the positive side, we show that even a degree-preserving amalgamation is
possible in three very special cases with three completely different
techniques. Finally, we conjecture that amalgamation is always possible in the
case of two shared variables. The analogue in matroid theory is true by another
work of Poljak and Turz\'ik. This would imply a very weak form of the
Generalized Lax Conjecture."
3,2,Algebraic cycles and Fano threefolds of genus 10,"We show that prime Fano threefolds $Y$ of genus 10 have a multiplicative
Chow-K\""unneth decomposition, in the sense of Shen-Vial. As a consequence, a
certain tautological subring of the Chow ring of powers of $Y$ injects into
cohomology."
3,2,"On K-stability, height bounds and the Manin-Peyre conjecture","This note discusses some intriguing connections between height bounds on
complex K-semistable Fano varieties X and Peyre's conjectural formula for the
density of rational points on X. Relations to an upper bound for the smallest
rational point, proposed by Elsenhans-Jahnel, are also explored. These
relations suggest an analog of the height inequalities, adapted to the real
points, which is established for the real projective line and related to
K\""ahler-Einstein metrics."
3,2,On decorated representation spaces associated to spherical surfaces,"We analyse local features of the spaces of representations of the fundamental
group of a punctured surface in $\mathrm{SU}_2$ equipped with a decoration,
namely a choice of a logarithm of the representation at peripheral loops. Such
decorated representations naturally arise as monodromies of spherical surfaces
with conical points. Among other things, in this paper we determine the smooth
locus of such absolute and relative decorated representation spaces: in
particular, in the relative case (with few special exceptions) such smooth
locus is dense, connected, and exactly consists of non-coaxial representations.
The present study sheds some light on the local structure of the moduli space
of spherical surfaces with conical points, which is locally modelled on the
above-mentioned decorated representation spaces."
3,2,Moduli of weighted stable marked del Pezzo surfaces,"For $n \leq 6$, we describe the stable pair compactification
$\overline{Y}_c^n$ of the moduli space $Y_c^n$ of log canonical pairs $(S,cB)$
such that $S$ is a smooth del Pezzo surface of degree $9-n$, $B$ is the
(labeled) sum of its finitely many lines, and $c \in (0,1]$ such that $K_S+cB$
is ample. When $c=1$ or $c$ is minimal, this compactification has been
described previously by work of Hacking-Keel-Tevelev, and
Gallardo-Kerr-Schaffler. We establish the full sequence of wall crossings as
one decreases $c$ from 1 to the minimal weight. Our results include a complete
description of the fibers of the universal families."
1,2,"On the derived category of IGr(3, 9)","We construct a minimal Lefschetz decomposition of the bounded derived
category of the odd isotropic Grassmannian $\mathsf{IGr}(3,9)$. The exceptional
objects are $\mathsf{Sp}_9$-equivariant vector bundles. This provides further
evidence of the Kuznetsov-Smirnov version of Dubrovin conjecture."
3,2,Unique powers-of-forms decompositions from simple Gram spectrahedra,"We consider simultaneous Waring decompositions: Given forms $ f_d $ of
degrees $ kd $, $ (d = 2,3 )$, which admit a representation as $ d $-th power
sums of $ k $-forms $ q_1,\ldots,q_m $, when is it possible to reconstruct the
addends $ q_1,\ldots,q_m $ from the power sums $ f_d $? Such powers-of-forms
decompositions model the moment problem for mixtures of centered Gaussians. The
novel approach of this paper is to use semidefinite programming in order to
perform a reduction to tensor decomposition. The proposed method works on
typical parameter sets at least as long as $ m\leq n-1 $, where $ m $ is the
rank of the decomposition and $ n $ is the number of variables. While provably
not tight, this analysis still gives the currently best known rank threshold
for decomposing third order powers-of-forms, improving on previous work in both
asymptotics and constant factors. Our algorithm can produce proofs of
uniqueness for specific decompositions. A numerical study is conducted on
Gaussian random trace-free quadratics, giving evidence that the success
probability converges to $ 1 $ in an average case setting, as long as $ m = n $
and $ n\to \infty $. Some evidence is given that the algorithm also succeeds on
instances of rank $ m = \Theta(n^2) $."
3,2,Vertex algebras from the Hull-Strominger system,"Motivated by the programme on mirror symmetry for non-K\""ahler manifolds, we
construct representations of the $N=2$ superconformal vertex algebra associated
to solutions of the Hull-Strominger system. The construction is via embeddings
of the $N=2$ superconformal vertex algebra in the chiral de Rham complex of a
string Courant algebroid, building on a universal construction by Bressler and
Heluani. Our main results depend on two conditions: firstly, on the vanishing
of a bivector field canonically associated to a solution, and, secondly, on the
connection $\nabla$, one of the unknowns of the system, being
Hermitian-Yang-Mills. Combined with a previous result by the authors, we show
that all the known solutions of the Hull-Strominger system on non-K\""ahler
Calabi-Yau threefolds satisfying the second condition have an associated $N=2$
embedding. We also prove a general existence result for these embeddings on
compact complex surfaces."
3,2,"Isoperiodic foliation of the stratum $\mathcal{H}(1,1,-2)$","On a Riemann surface, periods of a meromorphic differential along closed
loops define a period character from the absolute homology group into the
additive group of complex numbers. Fixing the period character in strata of
meromorphic differentials defines the isoperiodic foliation where the remaining
degrees of freedom are the relative periods between the zeroes of the
differential. In strata of meromorphic differentials with exactly two zeroes,
leaves have a natural structure of translation surface. In this paper, we give
a complete description of the isoperiodic leaves in stratum
$\mathcal{H}(1,1,-2)$ of meromorphic $1$-forms with two simple zeroes and a
pole of order two on an elliptic curve. For each character, the corresponding
leaf is a connected Loch Ness Monster. The translation structures of generic
leaves feature wild singularities and a ramified cover of infinite degree over
the flat torus defined by the lattice of absolute periods."
3,2,Arithmeticity for integral cohomological dimension of configuration spaces of manifolds,"Consider the configuration spaces of manifolds. We give a precise formula for
the integral cohomological dimension (the degree of top non-trivial integral
cohomology group) of unordered configuration spaces of manifolds with
non-trivial co-dimension one cohomology group, and show that the the sequence
of cohomological dimensions is arithmetic. This arithmeticity is not present in
the classical example of Arnold. Moreover, we show that the top integral
cohomology group is infinite. Furthermore, We give a lower bound for the rank
of top integral cohomology group. We also predict that the top integral
cohomology group of configuration spaces of manifolds with non-trivial
co-dimension one cohomology group is eventually finite. To the best of our
knowledge, there is no rigorous bound for the cohomological dimension of
ordered configuration spaces. As an application of main results, we give a
sharp lower bound for the cohomological dimension of ordered configuration
spaces of manifolds. The first step of the proof of main results is to define a
reduced Chevalley Eilenberg complex."
3,2,On area-minimizing Pfaffian varieties,"There are two significant families of minimal real matrix varieties:
determinantal varieties and skew-symmetric determinantal varieties, the later
ones are also known as Pfaffian varieties. In 1999, Kerckhove and Lawlor [Duke
Math.J. 96(2),401--424,1999] proved that determinantal varieties are
area-minimizing except for two families. In this paper we prove that all
Pfaffian varieties are area-minimizing with the exception of Pfaffian
hypersurfaces."
3,2,"Complements, index theorem, and minimal log discrepancies of foliated surface singularities","We present an extension of several results on pairs and varieties to foliated
surface pairs. We prove the boundedness of local complements, the local index
theorem, and the uniform boundedness of minimal log discrepancies (mlds), as
well as establishing the existence of uniform rational lc polytopes.
Furthermore, we address two questions posed by P. Cascini and C. Spicer on
foliations, providing negative responses. We also demonstrate that the
Grauert-Riemenschneider type vanishing theorem generally fails for lc
foliations on surfaces. In addition, we determine the set of minimal log
discrepancies for foliated surface pairs with specific coefficients, which
leads to the recovery of Y.-A. Chen's proof on the ascending chain condition
conjecture for mlds for foliated surfaces."
1,2,Algebraic Properties of the Fermi Variety for Periodic Graph Operators,"We present a method to estimate the number of irreducible components of the
Fermi varieties of periodic Schr\""odinger operators on graphs in terms of
suitable asymptotics. Our main theorem is an abstract bound for the number of
irreducible components of Laurent polynomials in terms of such asymptotics. We
then show how the abstract bound implies irreducibility in many lattices of
interest, including examples with more than one vertex in the fundamental cell
such as the Lieb lattice as well as certain models obtained by the process of
graph decoration."
3,2,Upper bounds for the rank of powers of quadrics,"We determine an upper bound for the rank of every power of an arbitrary
quadratic form. In particular, given any $s\in\mathbb N$, we prove that the
$s$-th power of a quadratic form of rank $n$ grows as $n^{s}$. Moreover, we
guarantee that its rank is subgeneric for every $n>(2s-1)^2$."
3,2,Brauertsch fields,"We prove a local-to-global principle for Brauer classes: for any finite
collection of non-trivial Brauer classes on a variety over a field of
transcendence degree at least 3, there are infinitely many specializations
where each class stays non-trivial. This is deduced from a
Grothendieck--Lefschetz-type theorem for Brauer groups of certain smooth
stacks. This also leads to the notion of a Brauertsch field."
3,2,Generic flexibility of affine cones over del Pezzo surfaces in Sagemath,"Generic flexibility of affine cones over del Pezzo surfaces are subject of
active study recently. The question is completely studied in degree at least 3,
and partially in degree 2.
  We present a Sagemath module that facilitates most operations for verifying
the generic flexibility of affine cones over del Pezzo surfaces and weak del
Pezzo surfaces of arbitrary degree, depending on a polarization. Using it, we
verified generic flexibility of affine cones over polarizations of surfaces of
degree 1 under certain conditions and over arbitrary very ample polarizations
of weak del Pezzo surfaces of degree 6."
3,2,Cycles relations in the affine grassmannian and applications to Breuil--Mézard for G-crystalline representations,"For a split reductive group $G$ we realise identities in the Grothendieck
group of $\widehat{G}$-representation in terms of cycle relations between
certain closed subschemes inside the affine grassmannian. These closed
subschemes are obtained as a degeneration of $e$-fold products of flag
varieties and, under a bound on the Hodge type, we relate the geometry of these
degenerations to that of moduli spaces of $G$-valued crystalline
representations of $\operatorname{Gal}(\overline{K}/K)$ for $K/\mathbb{Q}_p$ a
finite extension with ramification degree $e$. By transferring the
aforementioned cycle relations to these moduli spaces we deduce one direction
of the Breuil--M\'ezard conjecture for $G$-valued crystalline representations
with small Hodge type."
3,2,Étale degree map and 0-cycles,"By using the triangulated category of \'etale motives over a field $k$, for a
smooth projective variety $X$ over $k$, we define the group
$\text{CH}^\text{\'et}_0(X)$ as an \'etale analogue of 0-cycles. We study the
properties of $\text{CH}^\text{\'et}_0(X)$, giving a description about the
birational invariance of such group. We define and present the \'etale degree
map by using Gysin morphisms in \'etale motivic cohomology and the \'etale
index as an analogue to the classical case. We give examples of smooth
projective varieties over a field $k$ without zero cycles of degree one but
with \'etale zero cycles of degree one, however, this property is not always
true as we present examples where the \'etale degree map is not surjective."
3,2,Punctual Quot schemes and Cohen--Lenstra series of the cusp singularity,"The Quot scheme of points $\mathrm{Quot}_{d,n}(X)$ on a variety $X$ over a
field $k$ parametrizes quotient sheaves of $\mathcal{O}_X^{\oplus d}$ of
zero-dimensional support and length $n$. It is a rank-$d$ generalization of the
Hilbert scheme of $n$ points. When $X$ is a reduced curve with only the cusp
singularity $\{x^2=y^3\}$ and $d\geq 0$ is fixed, the generating series for the
motives of $\mathrm{Quot}_{d,n}(X)$ in the Grothendieck ring of varieties is
studied via Gr\""obner bases, and shown to be rational. Moreover, the generating
series is computed explicitly when $d\leq 3$. The computational results exhibit
surprising patterns (despite the fact that the category of finite length
coherent modules over a cusp is wild), which not only enable us to conjecture
the exact form of the generating series for all $d$, but also suggest a general
functional equation whose $d=1$ case is the classical functional equation of
the motivic zeta function known for any Gorenstein curve.
  As another side of the story, Quot schemes are related to the Cohen--Lenstra
series. The Cohen--Lenstra series encodes the count of ""commuting matrix
points'' (or equivalently, coherent modules of finite length) of a variety over
a finite field, about which Huang formuated a ""rationality'' conjecture for
singular curves. We prove a general formula that expresses the Cohen--Lenstra
series in terms of the motives of the (punctual) Quot schemes, which together
with our main rationality theorem, provides positive evidence for Huang's
conjecture for the cusp."
1,2,Maximum likelihood thresholds of generic linear concentration models,"The maximum likelihood threshold of a statistical model is the minimum number
of datapoints required to fit the model via maximum likelihood estimation. In
this paper we determine the maximum likelihood thresholds of generic linear
concentration models. This turns out to be the number one would expect from a
naive dimension count, which is surprising and nontrivial to prove given that
the maximum likelihood threshold is a semi-algebraic concept. We also describe
geometrically how a linear concentration model can fail to exhibit this generic
behavior and briefly discuss connections to rigidity theory."
1,2,Graph rings and ideals: Wolmer Vasconcelos contributions,"This is a survey article featuring some of Wolmer Vasconcelos contributions
to commutative algebra, and explaining how Vasconcelos' work and insights have
contributed to the development of commutative algebra and its interaction with
other areas to the present."
3,2,Quasi-Isomorphisms of Commutative DG Rings and Divided Power Structures,"We prove that a quasi-isomorphism $f : A \to B$ between commutative DG rings,
where $B$ admits a divided power structure, can be factored as $f = \tilde{f}
\circ e$, where $e : A \to \tilde{B}$ is a split injective quasi-isomorphism,
and $\tilde{f} : \tilde{B} \to B$ is a surjective quasi-isomorphism.
  This result is used in our work on a DG approach to the cotangent complex,
and our work on the derived category of commutative DG rings."
3,2,Arithmetic aspects of the Jouanolou foliation,"We investigate the structure of the $p$-divisor for the Jouanolou foliation
where we show, under some conditions, that it can be irreducible or has a
$p$-factor. We study the reduction modulo $p$ of foliations on the projective
plane and its applications to the problems of holomorphic foliations. We give
new proof, via reduction modulo $2$, of the fact that the Jouanolou foliation
on the complex projective plane of odd degree, under some arithmetic
conditions, has no algebraic solutions."
3,2,Birationally solid Fano 3-fold hypersurfaces,"A Fano variety of Picard number $1$ is said to be \textit{birationally solid}
if it is not birational to a Mori fiber space over a positive dimensional base.
In this paper we complete the classification of quasi-smooth birationally solid
Fano $3$-fold weighted hypersurfaces."
3,2,Double covers of curves on Nikulin surfaces,"We survey basic results concerning Prym varieties, the Prym-Brill-Noether
theory initiated by Welters, and Brill-Noether theory of general \'etale double
covers of curves of genus g>=2. We then specialize to curves on Nikulin
surfaces and show that \'etale double covers of curves on Nikulin surfaces of
standard type do not satisfy Welters' Theorem. On the other hand, by
specialization to curves on Nikulin surfaces of non-standard type, we prove
that general double covers of curves ramified at b=2,4,6 points are
Brill-Noether general; the case b=2 was already obtained by Bud with different
techniques."
3,2,Gauss sums and Van der Geer--Van der Vlugt curves,"We study Van der Geer--Van der Vlugt curves in a ramification-theoretic view
point. We give explicit formulae on L-polynomials of these curves. As a result,
we show that these curves are supersingular and give sufficient conditions for
these curves to be maximal or minimal."
